application_id,continent,applicant_country,visa_type,processing_center,application_date,biometrics_date,biometrics_delay_days,decision_date,processing_days,document_verification_delay,employer,employer_size,salary_usd,applicant_age,education_level,has_job_experience,full_time_flag,case_status,fraud_risk_score,sponsor_country
APP000155,Africa,Nigeria,Business,Hyderabad Consulate,20-03-2023,01-04-2023,12,23-03-2023,3,0,N/A,0,0,54,Master's,N,Y,Approved,0.34,N/A
APP000156,South America,Chile,L1,Chennai Consulate,17-10-2024,05-11-2024,19,12-02-2025,118,1,N/A,0,0,35,High School,N,N,Approved,0.106,N/A
APP000157,Oceania,Australia,F1,Bangalore Consulate,19-03-2019,19-03-2019,0,01-06-2019,74,0,FinServ,819,9867,17,High School,Y,Y,Approved,0.177,Australia
APP000158,Oceania,Australia,J1,Berlin Consulate,18-03-2022,30-03-2022,12,11-04-2022,24,1,MediHealth,779,27500,27,Bachelor's,N,N,Approved,0.257,Australia
APP000159,Africa,Kenya,H4,Berlin Consulate,13-01-2025,07-02-2025,25,18-02-2025,36,0,FinServ,116,30885,35,Bachelor's,Y,N,Approved,0.178,Kenya
APP000160,Europe,UK,J1,San Francisco Consulate,25-09-2024,03-10-2024,8,24-11-2024,60,1,BuildIt,1164,42077,29,Bachelor's,Y,Y,Approved,0.201,UK
APP000161,Asia,Philippines,Business,Dubai Consulate,18-06-2018,25-06-2018,7,22-06-2018,4,1,InfoCorp,471,26600,32,Bachelor's,N,Y,Approved,0.236,Philippines
APP000162,North America,Mexico,Student (Other),Tokyo Consulate,26-02-2022,18-03-2022,20,14-05-2022,77,3,N/A,0,0,20,Bachelor's,Y,N,Approved,0.147,N/A
APP000163,Asia,Bangladesh,Family,London Consulate,21-02-2018,06-03-2018,13,02-06-2018,101,0,InfoCorp,491,24926,39,Bachelor's,Y,Y,Approved,0.114,Bangladesh
APP000164,Africa,Egypt,H4,New York Consulate,23-01-2022,30-01-2022,7,07-04-2022,74,3,EduWorld,559,22403,23,Master's,Y,N,Approved,0.172,Egypt
APP000165,South America,Colombia,F1,New York Consulate,23-12-2019,23-12-2019,0,06-04-2020,105,11,EduWorld,1243,5496,19,High School,Y,Y,Approved,0.106,Colombia
APP000166,South America,Chile,Business,Dubai Consulate,14-01-2024,08-02-2024,25,30-03-2024,76,0,EduWorld,31,18471,42,Bachelor's,N,Y,Denied,0.149,Chile
APP000167,Africa,Egypt,Student (Other),San Francisco Consulate,23-08-2024,30-08-2024,7,09-12-2024,108,0,InfoCorp,411,13364,24,Bachelor's,Y,Y,Approved,0.246,Egypt
APP000168,North America,Canada,B1/B2,San Francisco Consulate,21-12-2018,21-01-2019,31,19-01-2019,29,2,InfoCorp,479,21951,49,Bachelor's,Y,Y,Approved,0.222,Canada
APP000169,North America,Canada,B1/B2,Dubai Consulate,19-03-2023,24-03-2023,5,07-04-2023,19,1,InfoCorp,508,9918,38,Master's,Y,Y,Approved,0.19,Canada
APP000170,Oceania,New Zealand,L1,Delhi Consulate,18-07-2023,22-07-2023,4,18-11-2023,123,6,GlobalHire,319,49327,31,High School,Y,Y,Approved,0.147,New Zealand
APP000171,North America,USA,Work (Other),Hyderabad Consulate,24-12-2021,24-12-2021,0,27-03-2022,93,8,FinServ,485,86199,45,Bachelor's,Y,Y,Approved,0.182,USA
APP000172,North America,Canada,J1,Chicago Consulate,07-09-2024,22-09-2024,15,04-12-2024,88,0,TechSolutions,81,23697,21,Bachelor's,N,Y,Approved,0.213,Canada
APP000173,South America,Chile,Tourist,Delhi Consulate,18-10-2023,20-10-2023,2,26-10-2023,8,5,FinServ,657,25758,37,Master's,Y,Y,Approved,0.287,Chile
APP000174,Europe,UK,B1/B2,Paris Consulate,23-07-2022,30-07-2022,7,15-08-2022,23,2,TechSolutions,974,16383,37,High School,Y,N,Approved,0.186,UK
APP000175,Africa,Ghana,B1/B2,Paris Consulate,05-05-2023,05-05-2023,0,22-06-2023,48,7,BuildIt,1512,5067,39,Bachelor's,N,Y,Approved,0.161,Ghana
APP000176,South America,Colombia,Work (Other),Dubai Consulate,12-03-2018,03-04-2018,22,23-06-2018,103,2,TechSolutions,268,53726,35,Bachelor's,Y,N,Approved,0.142,Colombia
APP000177,Asia,Japan,B1/B2,New York Consulate,23-09-2020,27-09-2020,4,19-10-2020,26,4,EduWorld,1013,8390,29,Master's,Y,Y,Approved,0.223,Japan
APP000178,North America,Mexico,Business,London Consulate,23-04-2023,14-05-2023,21,28-05-2023,35,0,BuildIt,1388,11431,46,Master's,Y,Y,Approved,0.166,Mexico
APP000179,Oceania,New Zealand,Student (Other),Paris Consulate,04-03-2024,30-03-2024,26,06-05-2024,63,6,InfoCorp,136,13396,21,Bachelor's,Y,N,Approved,0.184,New Zealand
APP000180,North America,Canada,Work (Other),Bangalore Consulate,09-06-2021,28-06-2021,19,17-09-2021,100,4,N/A,0,0,40,Bachelor's,Y,Y,Approved,0.128,N/A
APP000181,North America,USA,H4,Paris Consulate,28-02-2020,15-03-2020,16,20-05-2020,82,3,FinServ,89,16928,18,Master's,N,N,Approved,0.224,USA
APP000182,North America,USA,Tourist,Dubai Consulate,29-01-2020,23-02-2020,25,22-03-2020,53,1,N/A,0,0,28,Bachelor's,Y,N,Denied,0.26,N/A
APP000183,Europe,Germany,Work (Other),Bangalore Consulate,11-08-2024,30-08-2024,19,21-11-2024,102,2,TechSolutions,787,103910,31,Diploma,N,N,Approved,0.281,Germany
APP000184,Oceania,New Zealand,H4,San Francisco Consulate,06-03-2020,01-04-2020,26,07-05-2020,62,1,BuildIt,46,28777,26,Master's,N,N,Approved,0.346,New Zealand
APP000185,North America,USA,L1,Chennai Consulate,23-05-2021,29-05-2021,6,17-08-2021,86,4,GlobalHire,465,69412,39,Bachelor's,Y,N,Approved,0.322,USA
APP000186,Asia,UAE,Tourist,Chennai Consulate,28-01-2021,06-02-2021,9,20-03-2021,51,1,EduWorld,473,24014,49,Bachelor's,N,Y,Approved,0.217,UAE
APP000187,Asia,India,Tourist,Bangalore Consulate,02-06-2019,07-06-2019,5,27-06-2019,25,2,InfoCorp,1832,15093,52,Bachelor's,Y,Y,Approved,0.194,India
APP000188,South America,Colombia,H4,San Francisco Consulate,20-02-2018,20-03-2018,28,02-05-2018,71,0,InfoCorp,599,19332,51,Bachelor's,Y,Y,Withdrawn,0.261,Colombia
APP000189,Oceania,New Zealand,Work (Other),Toronto Consulate,10-12-2022,10-12-2022,0,13-03-2023,93,4,GlobalHire,777,9269,33,Master's,N,Y,Approved,0.193,New Zealand
APP000190,North America,USA,H1B,Bangalore Consulate,11-05-2023,03-06-2023,23,03-10-2023,145,6,TechSolutions,663,72712,31,Bachelor's,Y,N,Approved,0.194,USA
APP000191,Asia,Philippines,H4,New York Consulate,08-07-2023,17-07-2023,9,25-08-2023,48,1,FinServ,577,24543,26,High School,Y,N,Approved,0.215,Philippines
APP000192,Asia,Bangladesh,Family,Tokyo Consulate,08-08-2018,10-08-2018,2,07-11-2018,91,3,N/A,0,0,39,Master's,N,Y,Approved,0.208,N/A
APP000193,Europe,Germany,Business,Bangalore Consulate,15-12-2018,18-01-2019,34,29-01-2019,45,3,GlobalHire,907,17842,41,Bachelor's,Y,N,Approved,0.184,Germany
APP000194,Europe,UK,Tourist,Dubai Consulate,01-09-2022,30-09-2022,29,09-10-2022,38,3,GlobalHire,68,14476,30,Bachelor's,Y,Y,Approved,0.258,UK
APP000195,Oceania,Australia,Tourist,New York Consulate,20-01-2023,09-02-2023,20,10-03-2023,49,3,InfoCorp,147,11063,18,Bachelor's,Y,N,Approved,0.208,Australia
APP000196,Africa,South Africa,Business,New York Consulate,04-06-2021,10-06-2021,6,17-06-2021,13,10,N/A,0,0,32,Bachelor's,Y,Y,Denied,0.289,N/A
APP000197,Oceania,Australia,Business,Paris Consulate,11-02-2019,07-03-2019,24,20-02-2019,9,5,EduWorld,133,22872,40,Diploma,Y,Y,Approved,0.309,Australia
APP000198,Europe,Netherlands,B1/B2,Bangalore Consulate,29-05-2025,07-06-2025,9,05-06-2025,7,4,InfoCorp,617,20845,21,Diploma,N,N,Approved,0.205,Netherlands
APP000199,Asia,China,B1/B2,Chennai Consulate,10-03-2024,16-03-2024,6,01-05-2024,52,4,FinServ,403,9622,32,Bachelor's,Y,N,Approved,0.19,China
APP000200,Asia,China,H1B,New York Consulate,20-01-2023,23-01-2023,3,08-06-2023,139,0,TechSolutions,111,1000,47,Bachelor's,N,Y,Approved,0.111,China
APP000201,South America,Colombia,J1,Delhi Consulate,06-08-2020,12-08-2020,6,20-08-2020,14,7,N/A,0,0,33,Bachelor's,Y,N,Approved,0.242,N/A
APP000202,North America,Mexico,J1,Paris Consulate,03-02-2023,20-02-2023,17,05-04-2023,61,0,N/A,0,0,28,Bachelor's,N,Y,Withdrawn,0.143,N/A
APP000203,Asia,UAE,B1/B2,Chicago Consulate,19-12-2020,31-12-2020,12,26-02-2021,69,5,EduWorld,334,15059,32,Master's,Y,Y,Approved,0.184,UAE
APP000204,South America,Argentina,Student (Other),Mumbai Consulate,09-02-2024,09-03-2024,29,10-05-2024,91,6,BuildIt,1831,16982,22,Diploma,N,N,Approved,0.15,Argentina
APP000205,Europe,Netherlands,F1,Chicago Consulate,24-12-2020,26-01-2021,33,23-03-2021,89,5,N/A,0,0,26,Master's,Y,N,Approved,0.164,N/A
APP000206,Europe,UK,H1B,Chennai Consulate,13-06-2021,13-07-2021,30,02-11-2021,142,3,TechSolutions,147,107012,26,Master's,N,N,Approved,0.072,UK
APP000207,Oceania,New Zealand,Work (Other),Mumbai Consulate,04-04-2023,12-04-2023,8,28-06-2023,85,4,GlobalHire,178,27808,36,Bachelor's,N,N,Approved,0.223,New Zealand
APP000208,South America,Chile,Student (Other),Bangalore Consulate,12-08-2023,24-08-2023,12,30-11-2023,110,4,InfoCorp,1693,8336,22,Bachelor's,N,N,Approved,0.159,Chile
APP000209,Oceania,New Zealand,Work (Other),Mumbai Consulate,15-09-2024,29-09-2024,14,14-01-2025,121,30,InfoCorp,1288,23774,33,Bachelor's,Y,Y,Approved,0.154,New Zealand
APP000210,Asia,Pakistan,L1,Berlin Consulate,22-10-2020,16-11-2020,25,10-02-2021,111,0,TechSolutions,765,66698,34,Bachelor's,Y,N,Approved,0.152,Pakistan
APP000211,Asia,India,B1/B2,Tokyo Consulate,14-06-2024,05-07-2024,21,08-08-2024,55,13,FinServ,104,15574,36,Bachelor's,Y,Y,Withdrawn,0.256,India
APP000212,Oceania,Australia,Family,San Francisco Consulate,08-01-2021,23-01-2021,15,02-04-2021,84,0,FinServ,209,24466,54,Master's,Y,Y,Approved,0.214,Australia
APP000213,Oceania,Australia,F1,Toronto Consulate,27-10-2023,27-10-2023,0,09-02-2024,105,6,EduWorld,1045,12368,25,Master's,N,N,Approved,0.157,Australia
APP000214,South America,Colombia,J1,Chennai Consulate,25-07-2024,04-08-2024,10,06-10-2024,73,0,MediHealth,691,6087,34,High School,Y,N,Denied,0.141,Colombia
APP000215,Africa,Egypt,H4,Toronto Consulate,26-11-2021,08-12-2021,12,02-02-2022,68,3,TechSolutions,164,27968,35,Master's,Y,Y,Approved,0.163,Egypt
APP000216,Africa,South Africa,L1,Tokyo Consulate,05-03-2019,09-03-2019,4,30-06-2019,117,8,GlobalHire,199,5955,24,Diploma,Y,Y,Approved,0.118,South Africa
APP000217,Europe,France,Student (Other),Paris Consulate,23-07-2023,10-08-2023,18,28-09-2023,67,4,TechSolutions,973,8098,21,Master's,Y,Y,Approved,0.156,France
APP000218,North America,Mexico,Student (Other),San Francisco Consulate,03-03-2024,26-03-2024,23,14-04-2024,42,6,GlobalHire,393,4070,27,Master's,N,Y,Approved,0.194,Mexico
APP000219,Asia,Pakistan,H4,London Consulate,30-10-2020,11-11-2020,12,17-01-2021,79,9,BuildIt,14,8248,45,Bachelor's,Y,Y,Approved,0.161,Pakistan
APP000220,North America,USA,Student (Other),San Francisco Consulate,09-10-2023,12-10-2023,3,17-01-2024,100,4,MediHealth,114,3833,26,Diploma,Y,Y,Approved,0.135,USA
APP000221,Asia,UAE,Tourist,Toronto Consulate,20-08-2022,15-09-2022,26,10-09-2022,21,0,N/A,0,0,39,Bachelor's,N,Y,Approved,0.238,N/A
APP000222,Asia,China,Tourist,London Consulate,25-12-2024,21-01-2025,27,18-02-2025,55,1,TechSolutions,151,17114,40,Master's,Y,Y,Approved,0.212,China
APP000223,Africa,Egypt,H1B,Hyderabad Consulate,29-12-2020,07-01-2021,9,29-04-2021,121,3,GlobalHire,209,25342,37,Master's,Y,Y,Approved,0.245,Egypt
APP000224,Oceania,Australia,J1,Toronto Consulate,09-06-2023,11-07-2023,32,18-08-2023,70,3,FinServ,132,20170,18,Master's,Y,Y,Approved,0.16,Australia
APP000225,Asia,India,Family,Berlin Consulate,07-09-2020,20-09-2020,13,05-01-2021,120,0,TechSolutions,1368,16102,28,Master's,Y,N,Approved,0.15,India
APP000226,South America,Argentina,J1,Sydney Consulate,26-02-2018,22-03-2018,24,16-04-2018,49,1,GlobalHire,463,24043,50,Bachelor's,N,N,Denied,0.169,Argentina
APP000227,Oceania,New Zealand,H4,Hyderabad Consulate,10-04-2019,01-05-2019,21,20-05-2019,40,0,InfoCorp,1087,28307,22,Bachelor's,Y,Y,Denied,0.22,New Zealand
APP000228,Africa,Nigeria,Family,San Francisco Consulate,23-09-2019,15-10-2019,22,23-12-2019,91,3,EduWorld,543,6807,47,Master's,Y,N,Approved,0.123,Nigeria
APP000229,Africa,South Africa,Tourist,Paris Consulate,24-01-2021,20-02-2021,27,23-02-2021,30,5,N/A,0,0,40,Bachelor's,Y,Y,Approved,0.212,N/A
APP000230,Africa,Egypt,Work (Other),Hyderabad Consulate,14-02-2023,02-03-2023,16,12-04-2023,57,2,MediHealth,2236,55606,37,Bachelor's,N,N,Denied,0.197,Egypt
APP000231,Oceania,Australia,Student (Other),Hyderabad Consulate,21-09-2024,21-10-2024,30,10-01-2025,111,3,EduWorld,643,12531,19,High School,N,Y,Approved,0.172,Australia
APP000232,Oceania,Australia,H4,Bangalore Consulate,27-08-2022,02-09-2022,6,03-12-2022,98,13,TechSolutions,3231,6045,18,High School,Y,N,Approved,0.218,Australia
APP000233,North America,Mexico,J1,San Francisco Consulate,11-01-2018,11-01-2018,0,19-01-2018,8,2,GlobalHire,619,23467,31,Master's,Y,Y,Approved,0.236,Mexico
APP000234,North America,Mexico,J1,San Francisco Consulate,01-08-2024,17-08-2024,16,29-09-2024,59,3,EduWorld,62,16891,39,High School,Y,Y,Approved,0.204,Mexico
APP000235,Oceania,New Zealand,F1,Toronto Consulate,16-01-2024,24-01-2024,8,15-04-2024,90,5,InfoCorp,478,13051,21,Bachelor's,Y,N,Approved,0.116,New Zealand
APP000236,Africa,South Africa,L1,Sydney Consulate,04-02-2024,07-02-2024,3,16-05-2024,102,2,GlobalHire,2286,22864,33,Diploma,Y,N,Approved,0.158,South Africa
APP000237,Africa,Egypt,L1,San Francisco Consulate,12-02-2020,21-02-2020,9,17-06-2020,126,4,BuildIt,556,44505,40,Bachelor's,N,Y,Approved,0.114,Egypt
APP000238,South America,Argentina,Business,New York Consulate,14-08-2020,04-09-2020,21,29-08-2020,15,12,N/A,0,0,23,Bachelor's,N,Y,Approved,0.191,N/A
APP000239,Africa,Nigeria,L1,Paris Consulate,22-04-2023,02-05-2023,10,24-08-2023,124,14,GlobalHire,613,60834,40,Bachelor's,N,Y,Approved,0.189,Nigeria
APP000240,South America,Colombia,Student (Other),Tokyo Consulate,24-04-2025,30-04-2025,6,21-07-2025,88,2,TechSolutions,110,12861,17,Diploma,Y,Y,Approved,0.149,Colombia
APP000241,Europe,Italy,H1B,Chennai Consulate,20-08-2023,02-09-2023,13,24-12-2023,126,13,TechSolutions,2112,49824,28,High School,Y,Y,Approved,0.121,Italy
APP000242,Oceania,New Zealand,H4,San Francisco Consulate,09-12-2022,17-12-2022,8,08-02-2023,61,1,InfoCorp,71,31959,39,Master's,Y,N,Approved,0.193,New Zealand
APP000243,Asia,Bangladesh,Work (Other),Delhi Consulate,14-08-2019,21-08-2019,7,23-10-2019,70,2,TechSolutions,645,37786,36,High School,Y,Y,Approved,0.288,Bangladesh
APP000244,Africa,Kenya,H4,Toronto Consulate,21-12-2020,20-01-2021,30,12-02-2021,53,2,BuildIt,219,23647,28,Bachelor's,N,Y,Approved,0.178,Kenya
APP000245,North America,Mexico,Student (Other),Tokyo Consulate,25-11-2018,25-11-2018,0,17-02-2019,84,1,N/A,0,0,20,Bachelor's,N,N,Approved,0.147,N/A
APP000246,North America,Mexico,Tourist,New York Consulate,21-07-2021,21-07-2021,0,05-09-2021,46,10,EduWorld,121,27149,53,Bachelor's,Y,N,Approved,0.181,Mexico
APP000247,South America,Colombia,Tourist,Delhi Consulate,04-12-2024,11-12-2024,7,02-02-2025,60,7,FinServ,624,21778,41,Bachelor's,N,Y,Approved,0.17,Colombia
APP000248,Asia,China,Family,Tokyo Consulate,23-03-2021,29-03-2021,6,26-05-2021,64,7,FinServ,841,34254,29,Diploma,N,Y,Approved,0.228,China
APP000249,Europe,Netherlands,H4,New York Consulate,08-02-2019,28-02-2019,20,12-05-2019,93,3,InfoCorp,150,13225,32,Bachelor's,Y,Y,Approved,0.17,Netherlands
APP000250,South America,Brazil,Work (Other),Chennai Consulate,11-05-2021,01-06-2021,21,03-09-2021,115,4,TechSolutions,1104,14901,37,Bachelor's,Y,Y,Approved,0.126,Brazil
APP000251,Asia,India,L1,Dubai Consulate,18-08-2018,13-09-2018,26,15-12-2018,119,7,MediHealth,193,52064,39,PhD,Y,Y,Approved,0.2,India
APP000252,North America,Canada,L1,New York Consulate,20-08-2019,27-08-2019,7,18-12-2019,120,2,InfoCorp,163,113455,43,Diploma,Y,N,Denied,0.139,Canada
APP000253,Europe,Spain,Student (Other),Berlin Consulate,08-01-2020,19-01-2020,11,20-04-2020,103,1,InfoCorp,829,5418,22,Master's,N,Y,Approved,0.17,Spain
APP000254,Europe,Germany,H4,Berlin Consulate,16-04-2022,25-04-2022,9,11-06-2022,56,0,EduWorld,289,18306,32,PhD,Y,Y,Denied,0.23,Germany
APP000255,Oceania,Australia,Work (Other),Chicago Consulate,16-07-2024,07-08-2024,22,29-09-2024,75,0,GlobalHire,156,96771,42,Master's,N,N,Approved,0.2,Australia
APP000256,Europe,Germany,Work (Other),Tokyo Consulate,06-11-2020,12-11-2020,6,23-01-2021,78,0,GlobalHire,3248,69704,34,PhD,Y,Y,Approved,0.18,Germany
APP000257,Africa,South Africa,Family,Delhi Consulate,21-03-2023,04-04-2023,14,17-06-2023,88,0,TechSolutions,163,28831,54,Bachelor's,Y,N,Denied,0.169,South Africa
APP000258,North America,Mexico,Tourist,Chennai Consulate,30-10-2018,21-11-2018,22,08-12-2018,39,2,FinServ,102,18808,52,Master's,Y,Y,Approved,0.305,Mexico
APP000259,Africa,South Africa,Business,Bangalore Consulate,02-03-2025,07-03-2025,5,15-03-2025,13,1,EduWorld,2055,25431,37,PhD,Y,Y,Approved,0.2,South Africa
APP000260,Africa,South Africa,Work (Other),San Francisco Consulate,22-05-2021,07-06-2021,16,10-08-2021,80,5,EduWorld,127,6253,23,Bachelor's,Y,Y,Approved,0.206,South Africa
APP000261,Europe,Italy,Work (Other),Mumbai Consulate,29-08-2020,09-09-2020,11,11-11-2020,74,0,MediHealth,122,6346,25,Master's,Y,Y,Approved,0.237,Italy
APP000262,Africa,Ghana,L1,Berlin Consulate,26-04-2021,03-05-2021,7,21-08-2021,117,2,BuildIt,178,41562,32,Bachelor's,Y,Y,Approved,0.141,Ghana
APP000263,South America,Chile,H1B,San Francisco Consulate,20-05-2025,12-06-2025,23,02-10-2025,135,8,InfoCorp,1788,85428,27,PhD,Y,N,Withdrawn,0.169,Chile
APP000264,Africa,South Africa,H1B,Berlin Consulate,20-07-2018,29-07-2018,9,20-11-2018,123,8,MediHealth,797,42523,44,PhD,Y,N,Approved,0.15,South Africa
APP000265,Oceania,New Zealand,J1,Dubai Consulate,31-07-2020,31-07-2020,0,19-09-2020,50,2,InfoCorp,175,26725,32,High School,N,N,Approved,0.293,New Zealand
APP000266,Oceania,New Zealand,B1/B2,Tokyo Consulate,18-02-2020,18-03-2020,29,16-03-2020,27,3,FinServ,643,30769,34,Bachelor's,Y,N,Approved,0.249,New Zealand
APP000267,Oceania,New Zealand,Family,Dubai Consulate,24-05-2025,06-06-2025,13,13-08-2025,81,1,EduWorld,128,16898,29,Bachelor's,Y,Y,Approved,0.164,New Zealand
APP000268,South America,Argentina,Family,Mumbai Consulate,14-01-2025,19-02-2025,36,22-04-2025,98,16,InfoCorp,2198,35178,45,High School,Y,Y,Approved,0.201,Argentina
APP000269,South America,Brazil,J1,Dubai Consulate,11-12-2022,27-12-2022,16,06-01-2023,26,1,TechSolutions,324,20418,38,Diploma,Y,Y,Approved,0.185,Brazil
APP000270,Asia,Bangladesh,L1,Paris Consulate,23-06-2019,14-07-2019,21,29-10-2019,128,1,InfoCorp,146,29695,35,Bachelor's,Y,Y,Approved,0.175,Bangladesh
APP000271,Asia,Japan,L1,Paris Consulate,29-08-2022,09-09-2022,11,19-12-2022,112,24,GlobalHire,384,63612,35,Master's,Y,Y,Approved,0.113,Japan
APP000272,Europe,Germany,F1,Dubai Consulate,19-01-2024,06-02-2024,18,29-03-2024,70,2,MediHealth,623,12377,23,Bachelor's,Y,Y,Withdrawn,0.157,Germany
APP000273,North America,Mexico,Tourist,Chicago Consulate,21-01-2021,07-02-2021,17,13-02-2021,23,4,MediHealth,124,5346,23,Bachelor's,Y,Y,Approved,0.327,Mexico
APP000274,Europe,France,Work (Other),Dubai Consulate,23-04-2021,23-04-2021,0,16-08-2021,115,3,FinServ,1597,46262,40,Diploma,Y,Y,Approved,0.179,France
APP000275,South America,Chile,H4,Toronto Consulate,05-11-2018,19-11-2018,14,06-01-2019,62,0,InfoCorp,390,25124,26,Bachelor's,Y,Y,Approved,0.192,Chile
APP000276,Europe,Poland,B1/B2,San Francisco Consulate,16-06-2022,24-06-2022,8,01-07-2022,15,6,MediHealth,504,27232,48,Master's,Y,Y,Approved,0.202,Poland
APP000277,Oceania,New Zealand,H4,Dubai Consulate,05-06-2022,05-06-2022,0,12-07-2022,37,1,FinServ,1527,20570,27,Master's,Y,N,Approved,0.204,New Zealand
APP000278,Asia,Japan,Tourist,Mumbai Consulate,06-02-2023,09-02-2023,3,05-03-2023,27,1,FinServ,152,28057,32,Diploma,Y,N,Approved,0.291,Japan
APP000279,North America,Mexico,Family,Bangalore Consulate,22-07-2024,29-07-2024,7,25-10-2024,95,13,TechSolutions,1190,20272,45,Master's,N,N,Approved,0.196,Mexico
APP000280,Africa,South Africa,H4,Tokyo Consulate,15-08-2020,31-08-2020,16,23-11-2020,100,6,TechSolutions,55,20375,25,Diploma,Y,Y,Approved,0.155,South Africa
APP000281,Africa,Nigeria,Business,Chicago Consulate,18-04-2024,25-04-2024,7,21-05-2024,33,2,TechSolutions,526,19010,34,High School,Y,Y,Approved,0.201,Nigeria
APP000282,North America,Mexico,B1/B2,Tokyo Consulate,16-09-2018,10-10-2018,24,13-10-2018,27,2,BuildIt,629,13394,38,Bachelor's,Y,Y,Approved,0.197,Mexico
APP000283,South America,Colombia,J1,Tokyo Consulate,31-07-2022,07-08-2022,7,07-10-2022,68,9,BuildIt,114,18862,39,Master's,N,Y,Denied,0.164,Colombia
APP000284,Asia,China,H1B,Delhi Consulate,31-05-2021,09-06-2021,9,02-11-2021,155,3,TechSolutions,482,64584,26,Bachelor's,Y,N,Denied,0.102,China
APP000285,Africa,Nigeria,H4,Hyderabad Consulate,11-01-2024,16-01-2024,5,05-04-2024,85,6,N/A,0,0,32,Master's,Y,N,Approved,0.124,N/A
APP000286,Europe,Italy,Work (Other),London Consulate,22-01-2024,06-02-2024,15,25-04-2024,94,2,GlobalHire,238,67044,32,Bachelor's,Y,Y,Approved,0.231,Italy
APP000287,Africa,Ghana,F1,Chicago Consulate,27-08-2022,06-09-2022,10,12-11-2022,77,7,MediHealth,362,1809,23,Bachelor's,Y,Y,Approved,0.166,Ghana
APP000288,South America,Brazil,Work (Other),Berlin Consulate,30-07-2022,18-08-2022,19,08-11-2022,101,2,N/A,0,0,31,High School,Y,Y,Approved,0.188,N/A
APP000289,North America,USA,L1,Hyderabad Consulate,22-12-2022,14-01-2023,23,13-04-2023,112,2,InfoCorp,477,46458,40,High School,Y,N,Approved,0.144,USA
APP000290,Africa,Kenya,L1,Mumbai Consulate,13-02-2022,02-03-2022,17,10-06-2022,117,3,EduWorld,447,80841,31,PhD,N,Y,Approved,0.111,Kenya
APP000291,Oceania,New Zealand,H1B,New York Consulate,04-02-2021,05-02-2021,1,21-05-2021,106,0,BuildIt,232,24359,33,Bachelor's,Y,Y,Denied,0.14,New Zealand
APP000292,Europe,UK,Work (Other),Mumbai Consulate,07-06-2025,13-06-2025,6,20-09-2025,105,1,N/A,0,0,30,Bachelor's,Y,N,Approved,0.165,N/A
APP000293,Europe,Netherlands,Family,Berlin Consulate,29-03-2018,15-04-2018,17,11-07-2018,104,1,N/A,0,0,32,Master's,Y,Y,Approved,0.132,N/A
APP000294,Asia,Philippines,L1,Hyderabad Consulate,31-05-2019,16-06-2019,16,23-08-2019,84,1,EduWorld,119,43189,35,Bachelor's,N,N,Approved,0.136,Philippines
APP000295,Oceania,Australia,H4,San Francisco Consulate,20-03-2024,02-04-2024,13,31-05-2024,72,0,GlobalHire,67,16937,40,Diploma,N,Y,Withdrawn,0.286,Australia
APP000296,Europe,Spain,B1/B2,San Francisco Consulate,12-08-2020,22-08-2020,10,24-08-2020,12,1,TechSolutions,1315,23847,29,Bachelor's,Y,Y,Approved,0.336,Spain
APP000297,North America,USA,Business,Delhi Consulate,09-02-2021,01-03-2021,20,19-03-2021,38,2,FinServ,198,32870,30,Bachelor's,N,Y,Approved,0.197,USA
APP000298,Europe,Germany,Tourist,Bangalore Consulate,16-12-2019,20-12-2019,4,30-12-2019,14,2,FinServ,279,18789,40,High School,Y,Y,Approved,0.236,Germany
APP000299,Asia,UAE,H1B,Chennai Consulate,02-03-2018,22-03-2018,20,25-07-2018,145,0,MediHealth,2108,12195,30,Bachelor's,N,Y,Denied,0.123,UAE
